,lstrLevel,lsregion,lscc,lsccDesc,lsrcode,lsrcodeDesc,lsaa,lsaaDesc,lstt,lsttDesc,lsmm,lsmmDesc,lsyymm,lssumtotMale,lssumtotFemale,lssumtotTot
40,0,0,52,จังหวัดลำปาง, , ,0, ,0, ,0, ,6603,348475,368230,716705
41,0,0,53,จังหวัดอุตรดิตถ์, , ,0, ,0, ,0, ,6603,215259,226906,442165
42,0,0,54,จังหวัดแพร่, , ,0, ,0, ,0, ,6603,206619,222998,429617
43,0,0,55,จังหวัดน่าน, , ,0, ,0, ,0, ,6603,236725,237370,474095
44,0,0,56,จังหวัดพะเยา, , ,0, ,0, ,0, ,6603,223607,236945,460552
45,0,0,57,จังหวัดเชียงราย, , ,0, ,0, ,0, ,6603,630502,669193,1299695
46,0,0,58,จังหวัดแม่ฮ่องสอน, , ,0, ,0, ,0, ,6603,145271,141784,287055
47,0,0,60,จังหวัดนครสวรรค์, , ,0, ,0, ,0, ,6603,500357,526721,1027078
48,0,0,61,จังหวัดอุทัยธานี, , ,0, ,0, ,0, ,6603,157843,165543,323386
49,0,0,62,จังหวัดกำแพงเพชร, , ,0, ,0, ,0, ,6603,349127,358669,707796
50,0,0,63,จังหวัดตาก, , ,0, ,0, ,0, ,6603,346759,339369,686128
51,0,0,64,จังหวัดสุโขทัย, , ,0, ,0, ,0, ,6603,280899,299770,580669
52,0,0,65,จังหวัดพิษณุโลก, , ,0, ,0, ,0, ,6603,412090,431218,843308
53,0,0,66,จังหวัดพิจิตร, , ,0, ,0, ,0, ,6603,255870,269226,525096
54,0,0,67,จังหวัดเพชรบูรณ์, , ,0, ,0, ,0, ,6603,478229,493625,971854
55,0,0,70,จังหวัดราชบุรี, , ,0, ,0, ,0, ,6603,420168,445442,865610
56,0,0,71,จังหวัดกาญจนบุรี, , ,0, ,0, ,0, ,6603,448052,446580,894632
57,0,0,72,จังหวัดสุพรรณบุรี, , ,0, ,0, ,0, ,6603,399531,429641,829172
58,0,0,73,จังหวัดนครปฐม, , ,0, ,0, ,0, ,6603,442592,479850,922442
59,0,0,74,จังหวัดสมุทรสาคร, , ,0, ,0, ,0, ,6603,283709,306351,590060
60,0,0,75,จังหวัดสมุทรสงคราม, , ,0, ,0, ,0, ,6603,90159,98906,189065
61,0,0,76,จังหวัดเพชรบุรี, , ,0, ,0, ,0, ,6603,232614,250388,483002
62,0,0,77,จังหวัดประจวบคีรีขันธ์, , ,0, ,0, ,0, ,6603,271045,280111,551156
63,0,0,80,จังหวัดนครศรีธรรมราช, , ,0, ,0, ,0, ,6603,762187,781808,1543995
64,0,0,81,จังหวัดกระบี่, , ,0, ,0, ,0, ,6603,238604,241811,480415
65,0,0,82,จังหวัดพังงา, , ,0, ,0, ,0, ,6603,133362,133861,267223
66,0,0,83,จังหวัดภูเก็ต, , ,0, ,0, ,0, ,6603,197803,221841,419644
67,0,0,84,จังหวัดสุราษฎร์ธานี, , ,0, ,0, ,0, ,6603,527773,546332,1074105
68,0,0,85,จังหวัดระนอง, , ,0, ,0, ,0, ,6603,97708,96313,194021
69,0,0,86,จังหวัดชุมพร, , ,0, ,0, ,0, ,6603,251243,258093,509336
70,0,0,90,จังหวัดสงขลา, , ,0, ,0, ,0, ,6603,696586,734695,1431281
71,0,0,91,จังหวัดสตูล, , ,0, ,0, ,0, ,6603,162001,163442,325443
72,0,0,92,จังหวัดตรัง, , ,0, ,0, ,0, ,6603,311685,326129,637814
73,0,0,93,จังหวัดพัทลุง, , ,0, ,0, ,0, ,6603,253808,267856,521664
74,0,0,94,จังหวัดปัตตานี, , ,0, ,0, ,0, ,6603,362847,371269,734116
75,0,0,95,จังหวัดยะลา, , ,0, ,0, ,0, ,6603,271901,274866,546767
76,0,0,96,จังหวัดนราธิวาส, , ,0, ,0, ,0, ,6603,403094,412131,815225
0,0,0,10,กรุงเทพมหานคร, , ,0, ,0, ,0, ,6604,2565768,2918560,5484328
1,0,0,11,จังหวัดสมุทรปราการ, , ,0, ,0, ,0, ,6604,647954,715897,1363851
2,0,0,12,จังหวัดนนทบุรี, , ,0, ,0, ,0, ,6604,602690,696048,1298738
3,0,0,13,จังหวัดปทุมธานี, , ,0, ,0, ,0, ,6604,570863,635399,1206262
4,0,0,14,จังหวัดพระนครศรีอยุธยา, , ,0, ,0, ,0, ,6604,393751,426996,820747
5,0,0,15,จังหวัดอ่างทอง, , ,0, ,0, ,0, ,6604,130092,141955,272047
6,0,0,16,จังหวัดลพบุรี, , ,0, ,0, ,0, ,6604,365293,368369,733662
7,0,0,17,จังหวัดสิงห์บุรี, , ,0, ,0, ,0, ,6604,96084,106332,202416
8,0,0,18,จังหวัดชัยนาท, , ,0, ,0, ,0, ,6604,152458,165108,317566
9,0,0,19,จังหวัดสระบุรี, , ,0, ,0, ,0, ,6604,313115,325131,638246
10,0,0,20,จังหวัดชลบุรี, , ,0, ,0, ,0, ,6604,780711,820827,1601538
11,0,0,21,จังหวัดระยอง, , ,0, ,0, ,0, ,6604,374502,388573,763075
12,0,0,22,จังหวัดจันทบุรี, , ,0, ,0, ,0, ,6604,261797,274086,535883
13,0,0,23,จังหวัดตราด, , ,0, ,0, ,0, ,6604,112450,115035,227485
14,0,0,24,จังหวัดฉะเชิงเทรา, , ,0, ,0, ,0, ,6604,356135,371572,727707
15,0,0,25,จังหวัดปราจีนบุรี, , ,0, ,0, ,0, ,6604,246242,252305,498547
16,0,0,26,จังหวัดนครนายก, , ,0, ,0, ,0, ,6604,128196,131603,259799
17,0,0,27,จังหวัดสระแก้ว, , ,0, ,0, ,0, ,6604,281285,281752,563037
18,0,0,30,จังหวัดนครราชสีมา, , ,0, ,0, ,0, ,6604,1289170,1339113,2628283
19,0,0,31,จังหวัดบุรีรัมย์, , ,0, ,0, ,0, ,6604,780742,795180,1575922
20,0,0,32,จังหวัดสุรินทร์, , ,0, ,0, ,0, ,6604,681325,689915,1371240
21,0,0,33,จังหวัดศรีสะเกษ, , ,0, ,0, ,0, ,6604,722951,730509,1453460
22,0,0,34,จังหวัดอุบลราชธานี, , ,0, ,0, ,0, ,6604,931704,937363,1869067
23,0,0,35,จังหวัดยโสธร, , ,0, ,0, ,0, ,6604,264388,266624,531012
24,0,0,36,จังหวัดชัยภูมิ, , ,0, ,0, ,0, ,6604,550246,565852,1116098
25,0,0,37,จังหวัดอำนาจเจริญ, , ,0, ,0, ,0, ,6604,186417,188706,375123
26,0,0,38,จังหวัดบึงกาฬ, , ,0, ,0, ,0, ,6604,210879,210526,421405
27,0,0,39,จังหวัดหนองบัวลำภู, , ,0, ,0, ,0, ,6604,252962,254917,507879
28,0,0,40,จังหวัดขอนแก่น, , ,0, ,0, ,0, ,6604,874620,907611,1782231
29,0,0,41,จังหวัดอุดรธานี, , ,0, ,0, ,0, ,6604,771314,790115,1561429
30,0,0,42,จังหวัดเลย, , ,0, ,0, ,0, ,6604,318704,318019,636723
31,0,0,43,จังหวัดหนองคาย, , ,0, ,0, ,0, ,6604,255031,260203,515234
32,0,0,44,จังหวัดมหาสารคาม, , ,0, ,0, ,0, ,6604,461707,479844,941551
33,0,0,45,จังหวัดร้อยเอ็ด, , ,0, ,0, ,0, ,6604,637949,651654,1289603
34,0,0,46,จังหวัดกาฬสินธุ์, , ,0, ,0, ,0, ,6604,479237,491817,971054
35,0,0,47,จังหวัดสกลนคร, , ,0, ,0, ,0, ,6604,568212,576273,1144485
36,0,0,48,จังหวัดนครพนม, , ,0, ,0, ,0, ,6604,356528,359494,716022
37,0,0,49,จังหวัดมุกดาหาร, , ,0, ,0, ,0, ,6604,175656,176167,351823
38,0,0,50,จังหวัดเชียงใหม่, , ,0, ,0, ,0, ,6604,864495,928602,1793097
39,0,0,51,จังหวัดลำพูน, , ,0, ,0, ,0, ,6604,191314,207871,399185
40,0,0,52,จังหวัดลำปาง, , ,0, ,0, ,0, ,6604,348200,368041,716241
41,0,0,53,จังหวัดอุตรดิตถ์, , ,0, ,0, ,0, ,6604,215143,226770,441913
42,0,0,54,จังหวัดแพร่, , ,0, ,0, ,0, ,6604,206376,222783,429159
43,0,0,55,จังหวัดน่าน, , ,0, ,0, ,0, ,6604,236638,237368,474006
44,0,0,56,จังหวัดพะเยา, , ,0, ,0, ,0, ,6604,223516,236856,460372
45,0,0,57,จังหวัดเชียงราย, , ,0, ,0, ,0, ,6604,630524,669234,1299758
46,0,0,58,จังหวัดแม่ฮ่องสอน, , ,0, ,0, ,0, ,6604,145279,141825,287104
47,0,0,60,จังหวัดนครสวรรค์, , ,0, ,0, ,0, ,6604,500060,526439,1026499
48,0,0,61,จังหวัดอุทัยธานี, , ,0, ,0, ,0, ,6604,157803,165454,323257
49,0,0,62,จังหวัดกำแพงเพชร, , ,0, ,0, ,0, ,6604,349013,358584,707597
50,0,0,63,จังหวัดตาก, , ,0, ,0, ,0, ,6604,347118,339737,686855
51,0,0,64,จังหวัดสุโขทัย, , ,0, ,0, ,0, ,6604,280738,299620,580358
52,0,0,65,จังหวัดพิษณุโลก, , ,0, ,0, ,0, ,6604,411891,431119,843010
53,0,0,66,จังหวัดพิจิตร, , ,0, ,0, ,0, ,6604,255729,269116,524845
54,0,0,67,จังหวัดเพชรบูรณ์, , ,0, ,0, ,0, ,6604,477904,493439,971343
55,0,0,70,จังหวัดราชบุรี, , ,0, ,0, ,0, ,6604,419990,445369,865359
56,0,0,71,จังหวัดกาญจนบุรี, , ,0, ,0, ,0, ,6604,448254,446904,895158
57,0,0,72,จังหวัดสุพรรณบุรี, , ,0, ,0, ,0, ,6604,399333,429485,828818
58,0,0,73,จังหวัดนครปฐม, , ,0, ,0, ,0, ,6604,442498,479820,922318
59,0,0,74,จังหวัดสมุทรสาคร, , ,0, ,0, ,0, ,6604,283605,306440,590045
60,0,0,75,จังหวัดสมุทรสงคราม, , ,0, ,0, ,0, ,6604,90104,98817,188921
61,0,0,76,จังหวัดเพชรบุรี, , ,0, ,0, ,0, ,6604,232608,250433,483041
62,0,0,77,จังหวัดประจวบคีรีขันธ์, , ,0, ,0, ,0, ,6604,270837,280127,550964
63,0,0,80,จังหวัดนครศรีธรรมราช, , ,0, ,0, ,0, ,6604,762214,781644,1543858
64,0,0,81,จังหวัดกระบี่, , ,0, ,0, ,0, ,6604,238675,241898,480573
65,0,0,82,จังหวัดพังงา, , ,0, ,0, ,0, ,6604,133344,133834,267178
66,0,0,83,จังหวัดภูเก็ต, , ,0, ,0, ,0, ,6604,197944,221982,419926
67,0,0,84,จังหวัดสุราษฎร์ธานี, , ,0, ,0, ,0, ,6604,527729,546394,1074123
68,0,0,85,จังหวัดระนอง, , ,0, ,0, ,0, ,6604,97691,96282,193973
69,0,0,86,จังหวัดชุมพร, , ,0, ,0, ,0, ,6604,251181,258080,509261
70,0,0,90,จังหวัดสงขลา, , ,0, ,0, ,0, ,6604,696464,734692,1431156
71,0,0,91,จังหวัดสตูล, , ,0, ,0, ,0, ,6604,162036,163471,325507
72,0,0,92,จังหวัดตรัง, , ,0, ,0, ,0, ,6604,311705,326102,637807
73,0,0,93,จังหวัดพัทลุง, , ,0, ,0, ,0, ,6604,253838,267811,521649
74,0,0,94,จังหวัดปัตตานี, , ,0, ,0, ,0, ,6604,363095,371466,734561
75,0,0,95,จังหวัดยะลา, , ,0, ,0, ,0, ,6604,271982,275031,547013
76,0,0,96,จังหวัดนราธิวาส, , ,0, ,0, ,0, ,6604,403265,412323,815588
0,0,0,10,กรุงเทพมหานคร, , ,0, ,0, ,0, ,6605,2564063,2917277,5481340
1,0,0,11,จังหวัดสมุทรปราการ, , ,0, ,0, ,0, ,6605,648182,716314,1364496
2,0,0,12,จังหวัดนนทบุรี, , ,0, ,0, ,0, ,6605,603040,696649,1299689
3,0,0,13,จังหวัดปทุมธานี, , ,0, ,0, ,0, ,6605,571548,636147,1207695
4,0,0,14,จังหวัดพระนครศรีอยุธยา, , ,0, ,0, ,0, ,6605,393829,427094,820923
5,0,0,15,จังหวัดอ่างทอง, , ,0, ,0, ,0, ,6605,129925,141814,271739
6,0,0,16,จังหวัดลพบุรี, , ,0, ,0, ,0, ,6605,365011,368188,733199
7,0,0,17,จังหวัดสิงห์บุรี, , ,0, ,0, ,0, ,6605,96015,106277,202292
8,0,0,18,จังหวัดชัยนาท, , ,0, ,0, ,0, ,6605,152390,165001,317391
9,0,0,19,จังหวัดสระบุรี, , ,0, ,0, ,0, ,6605,312875,325128,638003
10,0,0,20,จังหวัดชลบุรี, , ,0, ,0, ,0, ,6605,781497,822066,1603563
11,0,0,21,จังหวัดระยอง, , ,0, ,0, ,0, ,6605,374946,389165,764111
12,0,0,22,จังหวัดจันทบุรี, , ,0, ,0, ,0, ,6605,261788,274140,535928
13,0,0,23,จังหวัดตราด, , ,0, ,0, ,0, ,6605,112452,114993,227445
14,0,0,24,จังหวัดฉะเชิงเทรา, , ,0, ,0, ,0, ,6605,356285,371831,728116
15,0,0,25,จังหวัดปราจีนบุรี, , ,0, ,0, ,0, ,6605,246159,252391,498550
16,0,0,26,จังหวัดนครนายก, , ,0, ,0, ,0, ,6605,128193,131582,259775
17,0,0,27,จังหวัดสระแก้ว, , ,0, ,0, ,0, ,6605,281091,281718,562809
18,0,0,30,จังหวัดนครราชสีมา, , ,0, ,0, ,0, ,6605,1288725,1339159,2627884
19,0,0,31,จังหวัดบุรีรัมย์, , ,0, ,0, ,0, ,6605,780297,795009,1575306
20,0,0,32,จังหวัดสุรินทร์, , ,0, ,0, ,0, ,6605,681159,689776,1370935
21,0,0,33,จังหวัดศรีสะเกษ, , ,0, ,0, ,0, ,6605,722789,730181,1452970
22,0,0,34,จังหวัดอุบลราชธานี, , ,0, ,0, ,0, ,6605,931397,937379,1868776
23,0,0,35,จังหวัดยโสธร, , ,0, ,0, ,0, ,6605,264241,266526,530767
24,0,0,36,จังหวัดชัยภูมิ, , ,0, ,0, ,0, ,6605,549991,565623,1115614
25,0,0,37,จังหวัดอำนาจเจริญ, , ,0, ,0, ,0, ,6605,186371,188658,375029
26,0,0,38,จังหวัดบึงกาฬ, , ,0, ,0, ,0, ,6605,210822,210485,421307
27,0,0,39,จังหวัดหนองบัวลำภู, , ,0, ,0, ,0, ,6605,252831,254799,507630
28,0,0,40,จังหวัดขอนแก่น, , ,0, ,0, ,0, ,6605,874177,907380,1781557
29,0,0,41,จังหวัดอุดรธานี, , ,0, ,0, ,0, ,6605,771089,789961,1561050
30,0,0,42,จังหวัดเลย, , ,0, ,0, ,0, ,6605,318423,317972,636395
31,0,0,43,จังหวัดหนองคาย, , ,0, ,0, ,0, ,6605,254905,260173,515078
32,0,0,44,จังหวัดมหาสารคาม, , ,0, ,0, ,0, ,6605,461711,479874,941585
33,0,0,45,จังหวัดร้อยเอ็ด, , ,0, ,0, ,0, ,6605,637442,651222,1288664
34,0,0,46,จังหวัดกาฬสินธุ์, , ,0, ,0, ,0, ,6605,478967,491446,970413
35,0,0,47,จังหวัดสกลนคร, , ,0, ,0, ,0, ,6605,567938,576080,1144018
36,0,0,48,จังหวัดนครพนม, , ,0, ,0, ,0, ,6605,356424,359378,715802
37,0,0,49,จังหวัดมุกดาหาร, , ,0, ,0, ,0, ,6605,175633,176112,351745
38,0,0,50,จังหวัดเชียงใหม่, , ,0, ,0, ,0, ,6605,864489,928692,1793181
39,0,0,51,จังหวัดลำพูน, , ,0, ,0, ,0, ,6605,191215,207843,399058
40,0,0,52,จังหวัดลำปาง, , ,0, ,0, ,0, ,6605,347756,367758,715514
41,0,0,53,จังหวัดอุตรดิตถ์, , ,0, ,0, ,0, ,6605,214913,226678,441591
42,0,0,54,จังหวัดแพร่, , ,0, ,0, ,0, ,6605,206131,222527,428658
43,0,0,55,จังหวัดน่าน, , ,0, ,0, ,0, ,6605,236553,237260,473813
44,0,0,56,จังหวัดพะเยา, , ,0, ,0, ,0, ,6605,223422,236647,460069
45,0,0,57,จังหวัดเชียงราย, , ,0, ,0, ,0, ,6605,630418,669292,1299710
46,0,0,58,จังหวัดแม่ฮ่องสอน, , ,0, ,0, ,0, ,6605,145256,141862,287118
47,0,0,60,จังหวัดนครสวรรค์, , ,0, ,0, ,0, ,6605,499688,526139,1025827
48,0,0,61,จังหวัดอุทัยธานี, , ,0, ,0, ,0, ,6605,157705,165364,323069
49,0,0,62,จังหวัดกำแพงเพชร, , ,0, ,0, ,0, ,6605,348766,358369,707135
50,0,0,63,จังหวัดตาก, , ,0, ,0, ,0, ,6605,347329,340112,687441
51,0,0,64,จังหวัดสุโขทัย, , ,0, ,0, ,0, ,6605,280531,299440,579971
52,0,0,65,จังหวัดพิษณุโลก, , ,0, ,0, ,0, ,6605,412158,431031,843189
53,0,0,66,จังหวัดพิจิตร, , ,0, ,0, ,0, ,6605,255505,268904,524409
54,0,0,67,จังหวัดเพชรบูรณ์, , ,0, ,0, ,0, ,6605,477586,493204,970790
55,0,0,70,จังหวัดราชบุรี, , ,0, ,0, ,0, ,6605,419824,445357,865181
56,0,0,71,จังหวัดกาญจนบุรี, , ,0, ,0, ,0, ,6605,448114,446924,895038
57,0,0,72,จังหวัดสุพรรณบุรี, , ,0, ,0, ,0, ,6605,399091,429168,828259
58,0,0,73,จังหวัดนครปฐม, , ,0, ,0, ,0, ,6605,442326,479948,922274
59,0,0,74,จังหวัดสมุทรสาคร, , ,0, ,0, ,0, ,6605,283775,306683,590458
60,0,0,75,จังหวัดสมุทรสงคราม, , ,0, ,0, ,0, ,6605,90049,98736,188785
61,0,0,76,จังหวัดเพชรบุรี, , ,0, ,0, ,0, ,6605,232632,250418,483050
62,0,0,77,จังหวัดประจวบคีรีขันธ์, , ,0, ,0, ,0, ,6605,270606,280111,550717
63,0,0,80,จังหวัดนครศรีธรรมราช, , ,0, ,0, ,0, ,6605,761986,781411,1543397
64,0,0,81,จังหวัดกระบี่, , ,0, ,0, ,0, ,6605,238798,242032,480830
65,0,0,82,จังหวัดพังงา, , ,0, ,0, ,0, ,6605,133365,133785,267150
66,0,0,83,จังหวัดภูเก็ต, , ,0, ,0, ,0, ,6605,198197,222235,420432
67,0,0,84,จังหวัดสุราษฎร์ธานี, , ,0, ,0, ,0, ,6605,527750,546491,1074241
68,0,0,85,จังหวัดระนอง, , ,0, ,0, ,0, ,6605,97689,96218,193907
69,0,0,86,จังหวัดชุมพร, , ,0, ,0, ,0, ,6605,251096,258059,509155
70,0,0,90,จังหวัดสงขลา, , ,0, ,0, ,0, ,6605,696331,734682,1431013
71,0,0,91,จังหวัดสตูล, , ,0, ,0, ,0, ,6605,162199,163505,325704
72,0,0,92,จังหวัดตรัง, , ,0, ,0, ,0, ,6605,311586,326073,637659
73,0,0,93,จังหวัดพัทลุง, , ,0, ,0, ,0, ,6605,253817,267743,521560
74,0,0,94,จังหวัดปัตตานี, , ,0, ,0, ,0, ,6605,363296,371527,734823
75,0,0,95,จังหวัดยะลา, , ,0, ,0, ,0, ,6605,272050,275139,547189
76,0,0,96,จังหวัดนราธิวาส, , ,0, ,0, ,0, ,6605,403382,412529,815911
0,0,0,10,กรุงเทพมหานคร, , ,0, ,0, ,0, ,6606,2564015,2915938,5479953
1,0,0,11,จังหวัดสมุทรปราการ, , ,0, ,0, ,0, ,6606,648451,717061,1365512
2,0,0,12,จังหวัดนนทบุรี, , ,0, ,0, ,0, ,6606,603191,697419,1300610
3,0,0,13,จังหวัดปทุมธานี, , ,0, ,0, ,0, ,6606,572211,636987,1209198
4,0,0,14,จังหวัดพระนครศรีอยุธยา, , ,0, ,0, ,0, ,6606,393811,427252,821063
5,0,0,15,จังหวัดอ่างทอง, , ,0, ,0, ,0, ,6606,129812,141685,271497
6,0,0,16,จังหวัดลพบุรี, , ,0, ,0, ,0, ,6606,366118,368030,734148
7,0,0,17,จังหวัดสิงห์บุรี, , ,0, ,0, ,0, ,6606,95933,106193,202126
8,0,0,18,จังหวัดชัยนาท, , ,0, ,0, ,0, ,6606,152225,164950,317175
9,0,0,19,จังหวัดสระบุรี, , ,0, ,0, ,0, ,6606,313010,325186,638196
10,0,0,20,จังหวัดชลบุรี, , ,0, ,0, ,0, ,6606,782808,823140,1605948
11,0,0,21,จังหวัดระยอง, , ,0, ,0, ,0, ,6606,375248,389739,764987
12,0,0,22,จังหวัดจันทบุรี, , ,0, ,0, ,0, ,6606,261791,274187,535978
13,0,0,23,จังหวัดตราด, , ,0, ,0, ,0, ,6606,112398,114966,227364
14,0,0,24,จังหวัดฉะเชิงเทรา, , ,0, ,0, ,0, ,6606,356398,371988,728386
15,0,0,25,จังหวัดปราจีนบุรี, , ,0, ,0, ,0, ,6606,246483,252533,499016
16,0,0,26,จังหวัดนครนายก, , ,0, ,0, ,0, ,6606,128923,131573,260496
17,0,0,27,จังหวัดสระแก้ว, , ,0, ,0, ,0, ,6606,281090,281698,562788
18,0,0,30,จังหวัดนครราชสีมา, , ,0, ,0, ,0, ,6606,1288349,1339164,2627513
19,0,0,31,จังหวัดบุรีรัมย์, , ,0, ,0, ,0, ,6606,779632,794909,1574541
20,0,0,32,จังหวัดสุรินทร์, , ,0, ,0, ,0, ,6606,680640,689589,1370229
21,0,0,33,จังหวัดศรีสะเกษ, , ,0, ,0, ,0, ,6606,722306,730006,1452312
22,0,0,34,จังหวัดอุบลราชธานี, , ,0, ,0, ,0, ,6606,931132,937662,1868794
23,0,0,35,จังหวัดยโสธร, , ,0, ,0, ,0, ,6606,264059,266471,530530
24,0,0,36,จังหวัดชัยภูมิ, , ,0, ,0, ,0, ,6606,549592,565523,1115115
25,0,0,37,จังหวัดอำนาจเจริญ, , ,0, ,0, ,0, ,6606,186261,188579,374840
26,0,0,38,จังหวัดบึงกาฬ, , ,0, ,0, ,0, ,6606,210668,210454,421122
27,0,0,39,จังหวัดหนองบัวลำภู, , ,0, ,0, ,0, ,6606,252581,254721,507302
28,0,0,40,จังหวัดขอนแก่น, , ,0, ,0, ,0, ,6606,873728,907270,1780998
29,0,0,41,จังหวัดอุดรธานี, , ,0, ,0, ,0, ,6606,770528,789934,1560462
30,0,0,42,จังหวัดเลย, , ,0, ,0, ,0, ,6606,318312,317894,636206
31,0,0,43,จังหวัดหนองคาย, , ,0, ,0, ,0, ,6606,254702,260105,514807
32,0,0,44,จังหวัดมหาสารคาม, , ,0, ,0, ,0, ,6606,461183,479494,940677
33,0,0,45,จังหวัดร้อยเอ็ด, , ,0, ,0, ,0, ,6606,637034,651012,1288046
34,0,0,46,จังหวัดกาฬสินธุ์, , ,0, ,0, ,0, ,6606,478554,491268,969822
35,0,0,47,จังหวัดสกลนคร, , ,0, ,0, ,0, ,6606,567556,575976,1143532
36,0,0,48,จังหวัดนครพนม, , ,0, ,0, ,0, ,6606,356150,359433,715583
37,0,0,49,จังหวัดมุกดาหาร, , ,0, ,0, ,0, ,6606,175538,176081,351619
38,0,0,50,จังหวัดเชียงใหม่, , ,0, ,0, ,0, ,6606,864609,929030,1793639
39,0,0,51,จังหวัดลำพูน, , ,0, ,0, ,0, ,6606,191045,207820,398865
40,0,0,52,จังหวัดลำปาง, , ,0, ,0, ,0, ,6606,347396,367464,714860
41,0,0,53,จังหวัดอุตรดิตถ์, , ,0, ,0, ,0, ,6606,214706,226605,441311
42,0,0,54,จังหวัดแพร่, , ,0, ,0, ,0, ,6606,205921,222392,428313
43,0,0,55,จังหวัดน่าน, , ,0, ,0, ,0, ,6606,236461,237103,473564
44,0,0,56,จังหวัดพะเยา, , ,0, ,0, ,0, ,6606,223335,236520,459855
45,0,0,57,จังหวัดเชียงราย, , ,0, ,0, ,0, ,6606,630234,669252,1299486
46,0,0,58,จังหวัดแม่ฮ่องสอน, , ,0, ,0, ,0, ,6606,145297,141936,287233
47,0,0,60,จังหวัดนครสวรรค์, , ,0, ,0, ,0, ,6606,499406,525913,1025319
48,0,0,61,จังหวัดอุทัยธานี, , ,0, ,0, ,0, ,6606,157603,165370,322973
49,0,0,62,จังหวัดกำแพงเพชร, , ,0, ,0, ,0, ,6606,348502,358228,706730
50,0,0,63,จังหวัดตาก, , ,0, ,0, ,0, ,6606,347780,340406,688186
51,0,0,64,จังหวัดสุโขทัย, , ,0, ,0, ,0, ,6606,280309,299256,579565
52,0,0,65,จังหวัดพิษณุโลก, , ,0, ,0, ,0, ,6606,412324,431189,843513
53,0,0,66,จังหวัดพิจิตร, , ,0, ,0, ,0, ,6606,255207,268801,524008
54,0,0,67,จังหวัดเพชรบูรณ์, , ,0, ,0, ,0, ,6606,477485,492986,970471
55,0,0,70,จังหวัดราชบุรี, , ,0, ,0, ,0, ,6606,420028,445539,865567
56,0,0,71,จังหวัดกาญจนบุรี, , ,0, ,0, ,0, ,6606,448399,446938,895337
57,0,0,72,จังหวัดสุพรรณบุรี, , ,0, ,0, ,0, ,6606,398776,429022,827798
58,0,0,73,จังหวัดนครปฐม, , ,0, ,0, ,0, ,6606,442382,480006,922388
59,0,0,74,จังหวัดสมุทรสาคร, , ,0, ,0, ,0, ,6606,283890,306860,590750
60,0,0,75,จังหวัดสมุทรสงคราม, , ,0, ,0, ,0, ,6606,89918,98641,188559
61,0,0,76,จังหวัดเพชรบุรี, , ,0, ,0, ,0, ,6606,232600,250486,483086
62,0,0,77,จังหวัดประจวบคีรีขันธ์, , ,0, ,0, ,0, ,6606,270638,280162,550800
63,0,0,80,จังหวัดนครศรีธรรมราช, , ,0, ,0, ,0, ,6606,761982,781234,1543216
64,0,0,81,จังหวัดกระบี่, , ,0, ,0, ,0, ,6606,238868,242126,480994
65,0,0,82,จังหวัดพังงา, , ,0, ,0, ,0, ,6606,133311,133770,267081
66,0,0,83,จังหวัดภูเก็ต, , ,0, ,0, ,0, ,6606,198266,222405,420671
67,0,0,84,จังหวัดสุราษฎร์ธานี, , ,0, ,0, ,0, ,6606,527726,546625,1074351
68,0,0,85,จังหวัดระนอง, , ,0, ,0, ,0, ,6606,97639,96197,193836
69,0,0,86,จังหวัดชุมพร, , ,0, ,0, ,0, ,6606,251002,258051,509053
70,0,0,90,จังหวัดสงขลา, , ,0, ,0, ,0, ,6606,696365,734704,1431069
71,0,0,91,จังหวัดสตูล, , ,0, ,0, ,0, ,6606,162231,163550,325781
72,0,0,92,จังหวัดตรัง, , ,0, ,0, ,0, ,6606,311469,326007,637476
73,0,0,93,จังหวัดพัทลุง, , ,0, ,0, ,0, ,6606,253776,267750,521526
74,0,0,94,จังหวัดปัตตานี, , ,0, ,0, ,0, ,6606,363613,371656,735269
75,0,0,95,จังหวัดยะลา, , ,0, ,0, ,0, ,6606,272141,275386,547527
76,0,0,96,จังหวัดนราธิวาส, , ,0, ,0, ,0, ,6606,403613,412700,816313
0,0,0,10,กรุงเทพมหานคร, , ,0, ,0, ,0, ,6607,2561655,2915650,5477305
1,0,0,11,จังหวัดสมุทรปราการ, , ,0, ,0, ,0, ,6607,649055,717453,1366508
2,0,0,12,จังหวัดนนทบุรี, , ,0, ,0, ,0, ,6607,603583,697937,1301520
3,0,0,13,จังหวัดปทุมธานี, , ,0, ,0, ,0, ,6607,572655,637642,1210297
4,0,0,14,จังหวัดพระนครศรีอยุธยา, , ,0, ,0, ,0, ,6607,393871,427281,821152
5,0,0,15,จังหวัดอ่างทอง, , ,0, ,0, ,0, ,6607,129795,141616,271411
6,0,0,16,จังหวัดลพบุรี, , ,0, ,0, ,0, ,6607,364396,367827,732223
7,0,0,17,จังหวัดสิงห์บุรี, , ,0, ,0, ,0, ,6607,95929,106127,202056
8,0,0,18,จังหวัดชัยนาท, , ,0, ,0, ,0, ,6607,152215,164948,317163
9,0,0,19,จังหวัดสระบุรี, , ,0, ,0, ,0, ,6607,312909,325422,638331
10,0,0,20,จังหวัดชลบุรี, , ,0, ,0, ,0, ,6607,782857,823841,1606698
11,0,0,21,จังหวัดระยอง, , ,0, ,0, ,0, ,6607,375680,390053,765733
